date,Order_ID,Company,Company_Region,Product_ID,Product,Customer_ID,Product Category01,Product Category02,Product Category03,Quantity,unit,price_per_case
1/3/2021,6426807,121,South,11177,AVO32ORG0,KQFVN,32.0,ORG,0,230,case,39.0
1/3/2021,6272277,131,North,11501,AVO32CNV1,APXSV,32.0,CNV,1,247,case,39.0
1/3/2021,6272277,131,North,11385,AVO48CNV2,APXSV,48.0,CNV,#2,186,case,39.0
1/3/2021,6272277,131,North,11541,AVO60CNV1,APXSV,60.0,CNV,1,277,case,40.0
1/3/2021,6923563,131,South,11501,AVO32CNV1,YEXWZ,32.0,CNV,1,242,case,39.0
1/3/2021,6923563,131,South,11385,AVO48CNV2,YEXWZ,48.0,CNV,#2,119,case,39.0
1/3/2021,6923563,131,South,11501,AVO32CNV1,YEXWZ,32.0,CNV,1,242,case,39.0
1/3/2021,6923563,131,South,11931,AVO48CNV1,YEXWZ,,CNV,1,175,case,41.0
1/3/2021,6923563,131,South,11385,AVO48CNV2,YEXWZ,48.0,CNV,#2,119,case,39.0
1/3/2021,6313492,131,South,11501,AVO32CNV1,SGTJP,32.0,CNV,1,99,case,39.0
1/3/2021,6313492,131,South,11829,AVO32CNV2,SGTJP,32.0,CNV,#2,98,case,49.0
1/3/2021,6313492,131,South,11385,AVO48CNV2,SGTJP,48.0,CNV,#2,89,case,39.0
1/3/2021,6272277,131,North,11829,AVO32CNV2,APXSV,32.0,CNV,#2,125,case,49.0
1/3/2021,6923563,131,South,11931,AVO48CNV1,YEXWZ,,CNV,1,175,case,41.0
1/3/2021,6254235,121,South,11133,AVO60CNV2,IEHDJ,,,,219,case,50.0
1/3/2021,6861398,121,South,11931,AVO48CNV1,DMKUT,,CNV,1,595,case,41.0
1/4/2021,6995579,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,175,case,46.0
1/4/2021,6995579,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,183,case,41.0
1/4/2021,6995579,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,208,case,39.0
1/4/2021,6553733,121,South,11931,AVO48CNV1,DMKUT,,CNV,1,683,case,49.0
1/4/2021,6553733,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,307,case,46.0
1/4/2021,6586990,131,North,11931,AVO48CNV1,QPDXK,,CNV,1,329,case,49.0
1/4/2021,6586990,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,387,case,45.0
1/4/2021,6586990,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,123,case,46.0
1/5/2021,6907917,131,North,11931,AVO48CNV1,QPDXK,,CNV,1,441,case,35.0
1/5/2021,6359381,121,South,11133,AVO60CNV2,IEHDJ,,,,160,case,40.0
1/5/2021,6359381,121,South,11385,AVO48CNV2,IEHDJ,,,,215,case,48.0
1/5/2021,6359381,121,South,11829,AVO32CNV2,IEHDJ,,,,155,case,37.0
1/5/2021,6907917,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,374,case,47.0
1/5/2021,6610801,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,273,case,37.0
1/5/2021,6610801,121,South,11931,AVO48CNV1,DMKUT,,CNV,1,553,case,35.0
1/5/2021,6907917,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,124,case,37.0
1/6/2021,6344100,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,323,case,38.0
1/6/2021,6294021,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,192,case,43.0
1/6/2021,6722436,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,528,case,46.0
1/6/2021,6722436,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,213,case,48.0
1/6/2021,6344100,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,409,case,46.0
1/6/2021,6344100,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,108,case,48.0
1/6/2021,6294021,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,122,case,48.0
1/6/2021,6294021,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,248,case,47.0
1/7/2021,6715735,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,306,case,44.0
1/7/2021,6715735,121,South,11133,,IEHDJ,60.0,CNV,#2,212,case,44.0
1/7/2021,6715735,121,South,11829,,IEHDJ,32.0,CNV,#2,142,case,47.0
1/7/2021,6507472,121,South,11829,,DMKUT,32.0,CNV,#2,269,case,47.0
1/7/2021,6507472,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,570,case,40.0
1/7/2021,6799919,131,North,11829,,QPDXK,32.0,CNV,#2,133,case,47.0
1/7/2021,6799919,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,301,case,40.0
1/7/2021,6799919,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,347,case,46.0
1/8/2021,6945487,121,South,11829,,DMKUT,32.0,CNV,#2,270,case,43.0
1/8/2021,6216170,121,South,11829,,IEHDJ,32.0,CNV,#2,190,case,43.0
1/8/2021,6216170,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,305,case,40.0
1/8/2021,6216170,121,South,11133,,IEHDJ,60.0,CNV,#2,213,case,43.0
1/8/2021,6945487,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,637,case,50.0
1/8/2021,6747931,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,313,case,50.0
1/8/2021,6747931,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,230,case,40.0
1/8/2021,6747931,131,North,11829,,QPDXK,32.0,CNV,#2,136,case,43.0
1/9/2021,6935315,121,South,11931,AVO48CNV1,DMKUT,48.0,Conventional,1,605,case,36.0
1/9/2021,6818798,121,South,11133,,IEHDJ,60.0,CNV,#2,198,case,43.0
1/9/2021,6818798,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,303,case,41.0
1/9/2021,6531957,131,North,11829,,QPDXK,32.0,CNV,#2,90,case,50.0
1/9/2021,6531957,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,350,case,44.0
1/9/2021,6531957,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,466,case,36.0
1/10/2021,6892427,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,395,case,36.0
1/10/2021,6892427,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,248,case,42.0
1/10/2021,6582714,131,North,11931,AVO48CNV1,HYAMN,49.0,CNV,1,160,case,36.0
1/10/2021,6582714,131,North,11829,,HYAMN,32.0,CNV,#2,107,case,36.0
1/10/2021,6485367,121,South,11133,,IEHDJ,60.0,CNV,#2,204,case,46.0
1/10/2021,6485367,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,298,case,48.0
1/10/2021,6199551,121,South,11133,,WLEYX,60.0,CNV,#2,177,case,35.0
1/10/2021,6892427,131,North,11829,,QPDXK,32.0,CNV,#2,89,case,36.0
1/10/2021,6500888,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,640,case,36.0
1/11/2021,6494022,121,South,11829,,DMKUT,32.0,CNV,#2,271,case,36.0
1/11/2021,6185077,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,359,case,40.0
1/11/2021,6185077,131,North,11829,,QPDXK,32.0,CNV,#2,113,case,36.0
1/11/2021,6459260,121,South,11829,,IEHDJ,32.0,CNV,#2,124,case,36.0
1/11/2021,6459260,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,285,case,38.0
1/11/2021,6459260,121,South,11133,,IEHDJ,60.0,CNV,#2,155,case,42.0
1/11/2021,6494022,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,518,case,46.0
1/11/2021,6185077,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,209,case,46.0
1/12/2021,6574812,121,South,11829,,IEHDJ,32.0,CNV,#2,121,case,40.0
1/12/2021,6574812,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,225,case,41.0
1/12/2021,6319579,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,257,case,40.0
1/12/2021,6319579,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,688,case,44.0
1/12/2021,6585057,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,352,case,39.0
1/12/2021,6585057,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,333,case,44.0
1/12/2021,6585057,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,149,case,40.0
1/12/2021,6574812,121,South,11133,,IEHDJ,60.0,CNV,#2,161,case,44.0
1/13/2021,6651244,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,277,case,46.0
1/13/2021,6651244,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,607,case,47.0
1/13/2021,6651856,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,104,case,46.0
1/13/2021,6651856,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,346,case,47.0
1/13/2021,6651856,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,258,case,39.0
1/13/2021,6363540,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,116,case,46.0
1/13/2021,6363540,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,272,case,45.0
1/13/2021,6363540,121,South,11133,,IEHDJ,60.0,CNV,#2,197,case,43.0
1/14/2021,6738557,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,87,case,42.0
1/14/2021,6738557,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,105,case,40.0
1/14/2021,6738557,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,269,case,41.0
1/14/2021,6276947,121,South,11133,,IEHDJ,60.0,CNV,#2,150,case,45.0
1/14/2021,6631137,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,230,case,42.0
1/14/2021,6631137,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,637,case,40.0
1/14/2021,6276947,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,295,case,45.0
1/14/2021,6276947,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,101,case,42.0
1/15/2021,6125462,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,316,case,36.0
1/15/2021,6125462,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,162,case,41.0
1/15/2021,6125462,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,136,case,48.0
1/15/2021,6790800,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,273,case,48.0
1/15/2021,6790800,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,649,case,41.0
1/15/2021,6739799,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,291,case,42.0
1/15/2021,6739799,121,South,11133,,IEHDJ,60.0,CNV,#2,179,case,47.0
1/15/2021,6739799,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,194,case,48.0
1/16/2021,6428545,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,94,case,37.0
1/16/2021,6788251,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,505,case,46.0
1/16/2021,6428545,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,196,case,46.0
1/16/2021,6428545,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,348,case,46.0
1/16/2021,6366770,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,237,case,35.0
1/16/2021,6366770,121,South,11133,,IEHDJ,60.0,CNV,#2,168,case,36.0
1/17/2021,6425832,121,South,11177,AVO32ORG0,OIIJO,32.0,ORG,0,327,case,44.0
1/17/2021,6942192,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,130,case,36.0
1/17/2021,6942192,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,299,case,35.0
1/17/2021,6942192,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,317,case,43.0
1/17/2021,6279834,131,South,11385,AVO48CNV2,SGTJP,48.0,CNV,#2,127,case,38.0
1/17/2021,6279834,131,South,11829,AVO32CNV2,SGTJP,32.0,CNV,#2,130,case,36.0
1/17/2021,6279834,131,South,11501,AVO32CNV1,SGTJP,32.0,CNV,1,74,case,38.0
1/17/2021,6746052,131,South,11385,AVO48CNV2,YEXWZ,48.0,CNV,#2,153,case,38.0
1/17/2021,6362175,121,South,11133,,IEHDJ,60.0,CNV,#2,211,case,39.0
1/17/2021,6362175,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,270,case,38.0
1/17/2021,6425832,121,South,11931,AVO48CNV1,OIIJO,48.0,CNV,1,243,case,35.0
1/17/2021,6997143,131,North,11501,AVO32CNV1,WRJEB,32.0,CNV,1,130,case,38.0
1/17/2021,6997143,131,North,11829,AVO32CNV2,WRJEB,32.0,CNV,#2,154,case,36.0
1/17/2021,6997143,131,North,11541,AVO60CNV1,WRJEB,60.0,CNV,1,244,case,43.0
1/17/2021,6746052,131,South,11501,AVO32CNV1,YEXWZ,32.0,CNV,1,188,case,38.0
1/17/2021,6901927,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,667,case,35.0
1/17/2021,6746052,131,South,11931,AVO48CNV1,YEXWZ,48.0,CNV,1,122,case,35.0
1/18/2021,6981213,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,456,case,46.0
1/18/2021,6227347,121,South,11133,,IEHDJ,600.0,CNV,#2,184,case,47.0
1/18/2021,6227347,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,269,case,36.0
1/18/2021,6227347,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,122,case,35.0
1/18/2021,6981213,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,50,case,35.0
1/18/2021,6981213,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,366,case,48.0
1/18/2021,6572746,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,258,case,35.0
1/18/2021,6572746,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,630,case,46.0
1/19/2021,6447929,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,235,case,44.0
1/19/2021,6447929,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,683,case,47.0
1/19/2021,6635332,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,107,case,44.0
1/19/2021,6635332,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,217,case,49.0
1/19/2021,6635332,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,218,case,43.0
1/19/2021,6129382,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,308,case,49.0
1/19/2021,6129382,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,291,case,47.0
1/19/2021,6129382,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,105,case,44.0
1/20/2021,6292009,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,142,case,45.0
1/20/2021,6842304,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,390,case,38.0
1/20/2021,6842304,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,150,case,50.0
1/20/2021,6842304,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,98,case,45.0
1/20/2021,6801317,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,620,case,50.0
1/20/2021,6292009,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,159,case,47.0
1/20/2021,6292009,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,245,case,39.0
1/20/2021,6801317,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,298,case,45.0
1/21/2021,6784597,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,242,case,44.0
1/21/2021,6784597,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,571,case,37.0
1/21/2021,6330640,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,155,case,44.0
1/21/2021,6330640,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,304,case,42.0
1/21/2021,6330640,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,204,case,40.0
1/21/2021,6382861,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,244,case,50.0
1/21/2021,6382861,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,116,case,37.0
1/21/2021,6382861,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,112,case,44.0
1/22/2021,6122806,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,443,case,42.0
1/22/2021,6122806,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,227,case,49.0
1/22/2021,6399563,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,300,case,41.0
1/22/2021,6399563,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,597,case,42.0
1/22/2021,6122806,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,132,case,41.0
1/22/2021,6396071,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,155,case,45.0
1/22/2021,6396071,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,123,case,41.0
1/22/2021,6396071,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,211,case,48.0
1/23/2021,6113433,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,624,case,36.0
1/23/2021,6354556,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,205,case,46.0
1/23/2021,6354556,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,195,case,37.0
1/23/2021,6656162,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,351,case,50.0
1/23/2021,6656162,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,458,case,36.0
1/23/2021,6656162,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,72,case,36.0
1/24/2021,6255095,121,South,11177,AVO32ORG0,PKMEH,32.0,ORG,0,185,case,40.0
1/24/2021,6255095,121,South,11385,AVO48CNV2,PKMEH,48.0,CNV,#2,305,case,38.0
1/24/2021,6480238,131,North,11541,AVO60CNV1,YJIHU,60.0,CNV,1,256,case,35.0
1/24/2021,6480238,131,North,11931,AVO48CNV1,YJIHU,48.0,CNV,1,340,case,39.0
1/24/2021,6480238,131,North,11829,AVO32CNV2,YJIHU,32.0,CNV,#2,128,case,49.0
1/24/2021,6480238,131,North,11501,AVO32CNV1,YJIHU,32.0,CNV,1,291,case,39.0
1/24/2021,6643781,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,378,case,35.0
1/24/2021,6643781,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,85,case,49.0
1/24/2021,6791064,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,603,case,39.0
1/24/2021,6822065,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,168,case,40.0
1/24/2021,6822065,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,308,case,38.0
1/24/2021,6643781,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,356,case,39.0
1/24/2021,6255095,121,South,11931,AVO48CNV1,PKMEH,48.0,CNV,1,268,case,39.0
1/24/2021,6255095,121,South,11385,AVO48CNV2,PKMEH,48.0,CNV,#2,288,case,38.0
1/25/2021,6937275,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,169,case,47.0
1/25/2021,6937275,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,297,case,45.0
1/25/2021,6937275,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,180,case,46.0
1/25/2021,6327908,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,220,case,46.0
1/25/2021,6327908,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,708,case,36.0
1/25/2021,6316780,131,North,11541,AVO60CNV1,QPDXK,60.0,,1,227,case,46.0
1/25/2021,6316780,131,North,11931,AVO48CNV1,QPDXK,48.0,,1,200,case,36.0
1/25/2021,6316780,131,North,11829,AVO32CNV2,QPDXK,32.0,,#2,118,case,46.0
1/26/2021,6991766,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,365,case,35.0
1/26/2021,6991766,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,168,case,42.0
1/26/2021,6312887,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,156,case,44.0
1/26/2021,6991766,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,53,case,44.0
1/26/2021,6312887,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,175,case,40.0
1/26/2021,6312887,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,239,case,38.0
1/26/2021,6119693,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,596,case,42.0
1/26/2021,6119693,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,266,case,44.0
1/27/2021,6625782,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,196,case,38.0
1/27/2021,6625782,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,189,case,45.0
1/27/2021,6625782,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,294,case,48.0
1/27/2021,6441108,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,124,case,41.0
1/27/2021,6441108,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,55,case,38.0
1/27/2021,6433524,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,692,case,41.0
1/27/2021,6433524,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,223,case,38.0
1/27/2021,6441108,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,298,case,41.0
1/28/2021,6264686,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,659,case,37.0
1/28/2021,6264686,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,228,case,43.0
1/28/2021,6314027,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,124,case,43.0
1/28/2021,6314027,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,390,case,36.0
1/28/2021,6693494,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,132,case,43.0
1/28/2021,6693494,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,228,case,37.0
1/28/2021,6693494,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,166,case,48.0
1/28/2021,6314027,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,253,case,37.0
1/29/2021,6705985,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,203,case,45.0
1/29/2021,6705985,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,83,case,39.0
1/29/2021,6658812,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,240,case,39.0
1/29/2021,6658812,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,643,case,35.0
1/29/2021,6705985,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,153,case,35.0
1/29/2021,6306176,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,219,case,48.0
1/29/2021,6306176,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,222,case,40.0
1/29/2021,6306176,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,145,case,39.0
1/30/2021,6513203,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,287,case,39.0
1/30/2021,6628070,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,206,case,38.0
1/30/2021,6628070,131,North,11931,AVO48CNV1,QPDXK,48.0,Conventional,1,271,case,49.0
1/30/2021,6628070,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,131,case,41.0
1/30/2021,6513203,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,178,case,50.0
1/30/2021,6363381,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,651,case,49.0
1/31/2021,6543933,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,282,case,46.0
1/31/2021,6802111,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,526,case,49.0
1/31/2021,6543933,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,181,case,49.0
1/31/2021,6993525,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,397,case,43.0
1/31/2021,6993525,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,189,case,49.0
1/31/2021,6993525,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,59,case,36.0
1/31/2021,6507855,121,South,11931,AVO48CNV1,SKYSG,48.0,CNV,1,142,case,49.0
1/31/2021,6176405,131,South,11501,AVO32CNV1,YEXWZ,32.0,CNV,1,144,case,46.0
1/31/2021,6507855,121,South,11385,AVO48CNV2,SKYSG,48.0,CNV,#2,296,case,46.0
1/31/2021,6507855,121,South,11177,AVO32ORG0,SKYSG,32.0,ORG,0,270,case,38.0
1/31/2021,6507855,121,South,11385,AVO48CNV2,SKYSG,48.0,CNV,#2,227,case,46.0
1/31/2021,6904866,131,North,11385,AVO48CNV2,LEODR,48.0,CNV,#2,296,case,46.0
1/31/2021,6904866,131,North,11541,AVO60CNV1,LEODR,60.0,CNV,1,107,case,43.0
1/31/2021,6271435,131,South,11501,AVO32CNV1,SGTJP,32.0,CNV,1,68,case,46.0
